"Date","Price","Open","High","Low","Vol.","Change %"
"May 16, 2018","128.81","127.28","129.66","127.28","75.35K","1.06%"
"May 15, 2018","127.46","126.49","129.03","126.49","117.75K","0.26%"
"May 14, 2018","127.13","129.58","129.58","126.61","68.64K","-1.66%"
"May 11, 2018","129.28","130.46","130.72","128.75","52.20K","-0.69%"
"May 10, 2018","130.18","131.11","132.35","129.44","76.57K","-0.32%"
"May 09, 2018","130.60","131.23","131.49","129.42","30.98K","-0.34%"
"May 08, 2018","131.04","130.00","131.46","128.62","83.67K","0.85%"
"May 07, 2018","129.93","130.41","131.68","129.37","46.63K","-0.21%"
"May 04, 2018","130.20","128.70","130.94","128.70","70.57K","0.84%"
"May 03, 2018","129.12","130.07","132.80","126.96","73.45K","-0.91%"
"May 02, 2018","130.31","130.84","134.09","128.58","92.15K","-0.39%"
"May 01, 2018","130.82","127.28","131.24","126.20","134.54K","2.64%"
"Apr 30, 2018","127.46","126.77","130.45","125.84","126.74K","0.61%"
"Apr 27, 2018","126.69","125.00","129.81","123.62","138.09K","-4.23%"
"Apr 26, 2018","132.29","132.02","134.06","130.02","39.88K","0.54%"
"Apr 25, 2018","131.58","130.66","132.30","129.00","53.68K","0.95%"
"Apr 24, 2018","130.34","132.14","132.82","128.73","87.99K","-0.90%"
"Apr 23, 2018","131.52","132.38","133.44","130.33","29.67K","-0.02%"
"Apr 20, 2018","131.55","133.68","133.68","130.88","42.39K","-2.00%"
"Apr 19, 2018","134.24","134.54","135.65","133.04","38.44K","-0.43%"
"Apr 18, 2018","134.82","134.71","136.24","133.86","51.36K","0.14%"
"Apr 17, 2018","134.63","132.70","135.10","132.70","147.95K","1.72%"
"Apr 16, 2018","132.36","130.74","132.90","127.98","85.23K","1.67%"
"Apr 13, 2018","130.18","130.18","130.90","127.75","108.95K","0.51%"
"Apr 12, 2018","129.52","129.14","130.83","127.34","111.99K","0.64%"
"Apr 11, 2018","128.70","129.84","129.99","127.00","86.06K","0.93%"
"Apr 10, 2018","127.51","126.71","128.71","125.34","104.52K","1.65%"
"Apr 09, 2018","125.44","126.57","127.94","125.32","62.66K","-0.34%"
"Apr 06, 2018","125.87","126.95","128.13","124.60","76.32K","-1.34%"
"Apr 05, 2018","127.58","127.70","128.64","126.74","111.15K","0.62%"
"Apr 04, 2018","126.80","124.00","127.24","123.00","133.41K","-0.02%"
"Apr 03, 2018","126.82","126.26","128.97","125.03","59.91K","1.02%"
"Apr 02, 2018","125.54","128.71","132.41","124.79","115.29K","-2.67%"
"Mar 29, 2018","128.99","128.19","131.37","127.34","143.99K","1.01%"
"Mar 28, 2018","127.70","128.22","129.11","125.94","89.47K","-0.56%"
"Mar 27, 2018","128.42","131.25","133.15","126.76","91.70K","-1.74%"
"Mar 26, 2018","130.70","130.83","131.22","128.48","64.41K","0.72%"
"Mar 23, 2018","129.77","129.50","130.77","127.75","141.56K","-0.83%"
"Mar 22, 2018","130.86","129.73","132.72","128.36","143.97K","0.10%"
"Mar 21, 2018","130.73","130.83","132.73","128.25","37.52K","0.02%"
"Mar 20, 2018","130.71","130.94","131.99","129.75","56.55K","-0.11%"
"Mar 19, 2018","130.85","131.54","131.54","128.22","56.49K","-0.69%"
"Mar 16, 2018","131.76","132.80","133.07","131.03","123.04K","-1.21%"
"Mar 15, 2018","133.37","133.60","136.36","131.84","97.29K","-0.04%"
"Mar 14, 2018","133.43","135.29","135.29","133.25","47.54K","-1.19%"
"Mar 13, 2018","135.04","136.70","136.70","134.14","112.03K","-0.76%"
"Mar 12, 2018","136.07","136.58","136.58","133.60","80.07K","-0.15%"
"Mar 09, 2018","136.27","135.34","136.93","133.66","108.22K","1.53%"
"Mar 08, 2018","134.21","135.00","135.00","131.55","82.32K","0.72%"
"Mar 07, 2018","133.25","131.96","134.15","131.40","102.09K","0.04%"
"Mar 06, 2018","133.20","134.73","135.58","132.10","115.05K","-0.70%"
"Mar 05, 2018","134.14","124.84","134.65","124.84","203.43K","6.94%"
"Mar 02, 2018","125.43","122.97","126.69","122.52","191.16K","1.26%"
"Mar 01, 2018","123.87","127.97","129.66","122.16","223.51K","-3.21%"
"Feb 28, 2018","127.98","135.71","136.84","127.80","178.56K","-5.31%"
"Feb 27, 2018","135.16","137.72","138.56","134.56","86.18K","-1.84%"
"Feb 26, 2018","137.69","138.19","138.54","136.82","61.52K","-0.21%"
"Feb 23, 2018","137.98","137.64","138.44","136.62","40.44K","0.44%"
"Feb 22, 2018","137.37","137.30","138.00","136.05","64.69K","0.44%"
"Feb 21, 2018","136.77","138.26","139.71","136.35","102.16K","-0.88%"
"Feb 20, 2018","137.99","137.24","138.86","136.69","52.21K","0.32%"
"Feb 16, 2018","137.55","137.70","138.65","136.40","68.59K","-0.22%"
"Feb 15, 2018","137.85","136.59","139.14","135.44","84.78K","1.49%"
"Feb 14, 2018","135.83","133.40","136.00","132.81","147.68K","0.98%"
"Feb 13, 2018","134.51","132.39","135.00","131.71","59.11K","1.23%"
"Feb 12, 2018","132.87","131.19","133.14","129.42","171.64K","1.72%"
"Feb 09, 2018","130.62","132.53","132.95","128.52","94.16K","-0.69%"
"Feb 08, 2018","131.53","133.51","134.40","131.42","120.77K","-1.49%"
"Feb 07, 2018","133.52","132.92","135.56","130.09","66.80K","0.39%"
"Feb 06, 2018","133.00","129.47","134.31","128.50","79.80K","1.07%"
"Feb 05, 2018","131.59","135.00","135.40","131.01","74.84K","-3.08%"
"Feb 02, 2018","135.77","138.41","138.82","135.31","65.29K","-2.42%"
"Feb 01, 2018","139.14","136.82","139.59","136.49","103.28K","1.02%"
"Jan 31, 2018","137.73","138.53","139.85","136.97","75.37K","-0.47%"
"Jan 30, 2018","138.38","137.06","139.16","136.35","90.15K","0.31%"
"Jan 29, 2018","137.95","137.12","138.99","134.82","99.97K","0.12%"
"Jan 26, 2018","137.79","137.77","139.68","132.00","214.47K","0.33%"
"Jan 25, 2018","137.33","138.47","140.15","136.73","175.39K","-0.69%"
"Jan 24, 2018","138.29","139.68","140.58","138.00","89.68K","-0.58%"
"Jan 23, 2018","139.10","139.33","140.34","138.01","35.21K","-0.09%"
"Jan 22, 2018","139.22","140.65","140.98","138.54","56.99K","-1.25%"
"Jan 19, 2018","140.98","138.58","141.18","138.03","72.52K","1.53%"
"Jan 18, 2018","138.85","138.99","139.99","137.88","71.91K","-0.54%"
"Jan 17, 2018","139.60","138.60","139.85","137.93","51.84K","0.93%"
"Jan 16, 2018","138.31","139.96","142.15","138.00","63.18K","-1.03%"
"Jan 12, 2018","139.75","138.62","139.80","137.05","53.69K","1.00%"
"Jan 11, 2018","138.36","136.97","139.59","134.49","58.21K","1.27%"
"Jan 10, 2018","136.62","134.60","136.96","134.29","42.77K","0.27%"
"Jan 09, 2018","136.25","136.69","136.96","134.11","55.12K","-0.26%"
"Jan 08, 2018","136.61","134.77","136.94","133.95","56.78K","1.19%"
"Jan 05, 2018","135.01","135.34","135.89","134.01","51.17K","-0.04%"
"Jan 04, 2018","135.06","133.26","135.44","133.04","76.54K","2.02%"
"Jan 03, 2018","132.38","131.93","134.00","131.70","71.99K","0.44%"
"Jan 02, 2018","131.80","131.64","134.67","130.55","55.52K","0.38%"
"Dec 29, 2017","131.30","131.81","132.96","130.89","37.04K","-0.23%"
"Dec 28, 2017","131.60","132.01","132.48","131.20","31.27K","0.16%"
"Dec 27, 2017","131.39","130.99","132.82","130.50","59.98K","0.27%"
"Dec 26, 2017","131.04","132.03","132.37","130.69","81.48K","-0.67%"
"Dec 22, 2017","131.93","133.56","134.57","131.50","82.45K","-1.29%"
"Dec 21, 2017","133.65","135.39","135.99","132.75","65.21K","-1.05%"
"Dec 20, 2017","135.07","135.21","136.48","132.76","67.40K","0.19%"
"Dec 19, 2017","134.82","133.97","136.04","132.73","106.01K","0.63%"
"Dec 18, 2017","133.98","132.87","135.83","132.18","65.33K","1.00%"
"Dec 15, 2017","132.65","131.62","133.79","129.75","186.75K","0.68%"
"Dec 14, 2017","131.75","133.09","133.15","130.45","105.86K","-0.83%"
"Dec 13, 2017","132.85","132.78","134.94","131.79","101.66K","0.37%"
"Dec 12, 2017","132.36","133.87","135.19","131.89","52.19K","-0.99%"
"Dec 11, 2017","133.68","136.37","136.37","133.12","101.30K","-1.89%"
"Dec 08, 2017","136.25","134.54","138.80","132.91","99.32K","1.69%"
"Dec 07, 2017","133.99","132.56","136.31","131.07","96.97K","-0.36%"
"Dec 06, 2017","134.47","134.38","136.18","133.57","76.85K","-0.07%"
"Dec 05, 2017","134.56","135.26","136.53","133.44","54.81K","-0.50%"
"Dec 04, 2017","135.23","136.16","137.63","134.68","116.99K","0.17%"
"Dec 01, 2017","135.00","136.84","137.66","133.42","54.55K","-1.29%"
"Nov 30, 2017","136.76","137.16","137.70","135.00","55.68K","0.12%"
"Nov 29, 2017","136.59","138.50","138.50","136.07","60.74K","-1.16%"
"Nov 28, 2017","138.20","136.25","138.45","135.41","48.32K","1.39%"
"Nov 27, 2017","136.30","137.44","138.25","136.06","58.42K","-0.82%"
"Nov 24, 2017","137.43","138.12","138.12","136.00","29.74K","-0.02%"
"Nov 22, 2017","137.46","137.00","137.86","135.79","40.69K","0.34%"
"Nov 21, 2017","137.00","135.34","137.00","134.99","65.80K","1.79%"
"Nov 20, 2017","134.59","134.00","134.93","133.79","84.86K","0.62%"
"Nov 17, 2017","133.76","133.07","134.26","132.52","102.34K","0.25%"
"Nov 16, 2017","133.42","132.78","134.57","132.78","85.02K","0.89%"
"Nov 15, 2017","132.24","132.62","133.60","131.62","132.94K","-0.71%"
"Nov 14, 2017","133.18","131.79","134.19","130.87","198.07K","0.73%"
"Nov 13, 2017","132.22","132.65","133.99","131.62","83.01K","-0.96%"
"Nov 10, 2017","133.50","133.10","134.40","132.10","80.38K","0.08%"
"Nov 09, 2017","133.39","132.97","134.97","132.16","95.41K","-0.74%"
"Nov 08, 2017","134.39","133.01","134.79","132.56","92.24K","0.51%"
"Nov 07, 2017","133.71","134.45","134.45","132.68","86.99K","-0.44%"
"Nov 06, 2017","134.30","133.32","135.99","132.61","123.75K","0.46%"
"Nov 03, 2017","133.68","134.01","134.16","132.48","122.95K","-0.23%"
"Nov 02, 2017","133.99","134.34","135.09","131.56","108.19K","-0.41%"
"Nov 01, 2017","134.54","133.40","134.96","129.68","159.01K","1.72%"
"Oct 31, 2017","132.26","136.44","138.03","131.34","235.81K","-2.61%"
"Oct 30, 2017","135.81","140.32","141.28","135.38","166.55K","-3.59%"
"Oct 27, 2017","140.86","141.25","143.37","136.26","154.54K","-0.07%"
"Oct 26, 2017","140.96","138.59","141.15","136.90","178.26K","2.26%"
"Oct 25, 2017","137.85","136.88","138.16","135.10","112.01K","0.59%"
"Oct 24, 2017","137.04","136.89","137.41","136.25","63.68K","0.12%"
"Oct 23, 2017","136.88","137.27","137.70","136.00","169.61K","-0.09%"
"Oct 20, 2017","137.00","136.80","138.55","135.72","115.03K","1.06%"
"Oct 19, 2017","135.56","135.74","136.61","134.80","70.71K","-0.32%"
"Oct 18, 2017","136.00","135.88","137.09","135.43","66.57K","0.08%"
"Oct 17, 2017","135.89","136.00","137.44","135.18","103.62K","0.04%"
"Oct 16, 2017","135.83","134.99","135.90","134.99","98.95K","0.61%"
"Oct 13, 2017","135.00","134.06","136.01","133.60","191.41K","1.07%"
"Oct 12, 2017","133.57","132.12","134.07","131.95","80.15K","1.09%"
"Oct 11, 2017","132.13","132.23","132.90","131.33","65.15K","-0.17%"
"Oct 10, 2017","132.35","132.23","132.82","131.93","69.37K","0.17%"
"Oct 09, 2017","132.12","131.85","132.74","130.74","74.83K","0.58%"
"Oct 06, 2017","131.36","131.11","131.95","129.06","103.38K","0.15%"
"Oct 05, 2017","131.16","130.98","131.50","129.16","74.11K","0.13%"
"Oct 04, 2017","130.99","129.97","131.28","129.30","113.89K","1.33%"
"Oct 03, 2017","129.27","129.06","129.97","128.17","57.29K","0.16%"
"Oct 02, 2017","129.06","128.00","129.86","128.00","69.87K","1.06%"
"Sep 29, 2017","127.71","128.00","128.51","126.85","50.58K","-0.01%"
"Sep 28, 2017","127.72","127.27","128.11","126.91","68.72K","0.31%"
"Sep 27, 2017","127.33","124.91","128.00","124.82","93.76K","2.24%"
"Sep 26, 2017","124.54","124.44","125.12","124.07","88.07K","0.47%"
"Sep 25, 2017","123.96","124.79","125.00","122.91","51.02K","-0.64%"
"Sep 22, 2017","124.76","123.93","125.55","123.93","58.37K","0.20%"
"Sep 21, 2017","124.51","124.66","126.25","123.15","67.34K","-0.63%"
"Sep 20, 2017","125.30","125.77","126.14","124.50","72.65K","-0.44%"
"Sep 19, 2017","125.85","126.49","126.96","125.01","88.28K","-0.08%"
"Sep 18, 2017","125.95","126.71","127.33","125.26","175.79K","-0.68%"
"Sep 15, 2017","126.81","129.39","131.25","126.01","150.76K","-2.53%"
"Sep 14, 2017","130.10","132.05","132.18","129.70","87.49K","-1.60%"
"Sep 13, 2017","132.21","128.71","133.46","128.56","134.13K","2.87%"
"Sep 12, 2017","128.52","128.19","129.42","128.18","269.42K","0.25%"
"Sep 11, 2017","128.20","128.92","129.26","127.97","138.82K","-0.04%"
"Sep 08, 2017","128.25","128.15","128.93","127.13","143.86K","-0.09%"
"Sep 07, 2017","128.36","128.87","130.40","127.91","94.44K","0.13%"
"Sep 06, 2017","128.19","128.17","129.06","127.75","156.57K","-0.09%"
"Sep 05, 2017","128.31","128.16","128.88","127.08","116.10K","-0.15%"
"Sep 01, 2017","128.50","128.94","129.62","127.57","97.14K","-0.39%"
"Aug 31, 2017","129.00","126.25","130.12","125.88","130.23K","2.60%"
"Aug 30, 2017","125.73","126.95","127.10","125.06","142.61K","-0.77%"
"Aug 29, 2017","126.70","125.38","128.48","125.33","159.09K","0.31%"
"Aug 28, 2017","126.31","125.78","126.42","125.30","100.17K","0.44%"
"Aug 25, 2017","125.76","126.43","126.63","125.17","40.88K","0.10%"
"Aug 24, 2017","125.64","126.11","126.79","125.35","44.07K","0.00%"
"Aug 23, 2017","125.64","125.84","126.59","125.00","58.69K","-0.40%"
"Aug 22, 2017","126.14","125.72","128.16","125.66","134.69K","0.74%"
"Aug 21, 2017","125.21","125.60","126.21","123.36","153.70K","-0.57%"
"Aug 18, 2017","125.93","126.94","127.49","125.15","183.88K","-1.20%"
"Aug 17, 2017","127.46","128.13","129.26","126.79","123.52K","-0.98%"
"Aug 16, 2017","128.72","128.89","129.53","127.23","125.36K","0.02%"
"Aug 15, 2017","128.69","128.73","129.86","127.25","194.30K","-0.18%"
"Aug 14, 2017","128.92","129.05","132.49","128.52","343.91K","-0.07%"
"Aug 11, 2017","129.01","128.14","129.89","126.07","157.81K","0.99%"
"Aug 10, 2017","127.74","129.89","130.60","127.10","135.82K","-2.19%"
"Aug 09, 2017","130.60","130.92","132.92","128.77","115.13K","-0.68%"
"Aug 08, 2017","131.49","131.98","132.42","130.67","124.98K","-0.48%"
"Aug 07, 2017","132.13","135.56","135.63","131.50","154.02K","-2.65%"
"Aug 04, 2017","135.73","133.56","135.89","132.98","158.03K","1.62%"
"Aug 03, 2017","133.56","135.92","135.92","132.26","134.66K","-1.74%"
"Aug 02, 2017","135.93","136.29","137.32","133.81","164.57K","-0.26%"
"Aug 01, 2017","136.28","134.90","138.07","133.19","311.16K","1.32%"
"Jul 31, 2017","134.51","139.90","140.71","134.17","350.99K","-3.91%"
"Jul 28, 2017","139.99","170.00","170.39","135.21","794.37K","-26.00%"
"Jul 27, 2017","189.18","191.94","192.80","186.18","45.21K","-1.24%"
"Jul 26, 2017","191.56","193.00","196.10","189.03","28.29K","-0.49%"
"Jul 25, 2017","192.51","192.20","196.35","190.09","112.56K","0.32%"
"Jul 24, 2017","191.90","187.81","193.42","187.73","72.73K","1.81%"
"Jul 21, 2017","188.48","189.73","189.73","187.50","82.21K","-0.44%"
"Jul 20, 2017","189.32","189.80","191.16","187.91","54.98K","-0.26%"
"Jul 19, 2017","189.81","189.27","190.09","186.39","62.30K","0.56%"
"Jul 18, 2017","188.75","186.36","188.98","185.44","79.08K","1.58%"
"Jul 17, 2017","185.82","184.72","186.79","184.16","49.77K","0.59%"
"Jul 14, 2017","184.73","185.80","186.25","184.38","32.29K","-0.57%"
"Jul 13, 2017","185.79","187.20","194.49","184.68","32.61K","-1.01%"
"Jul 12, 2017","187.68","185.11","188.65","185.11","44.76K","1.81%"
"Jul 11, 2017","184.34","184.32","186.87","182.29","77.23K","0.31%"
"Jul 10, 2017","183.77","184.68","186.95","183.07","45.83K","-0.66%"
"Jul 07, 2017","184.99","183.44","186.96","183.44","47.94K","1.30%"
"Jul 06, 2017","182.62","183.06","184.99","181.80","58.04K","-1.03%"
"Jul 05, 2017","184.52","186.32","186.89","183.59","67.03K","-1.08%"
"Jul 03, 2017","186.54","192.04","192.25","186.10","46.53K","-2.68%"
"Jun 30, 2017","191.67","189.70","193.47","189.10","180.11K","1.36%"
"Jun 29, 2017","189.10","189.12","189.99","186.51","166.56K","0.14%"
"Jun 28, 2017","188.83","185.99","189.67","185.50","121.89K","2.01%"
"Jun 27, 2017","185.11","184.11","187.27","184.11","108.28K","0.15%"
"Jun 26, 2017","184.84","185.60","187.82","184.56","149.66K","-0.06%"
"Jun 23, 2017","184.95","184.68","187.77","183.75","263.04K","0.19%"
"Jun 22, 2017","184.60","185.10","185.11","182.87","94.40K","0.07%"
"Jun 21, 2017","184.47","183.63","185.34","182.80","79.55K","0.73%"
"Jun 20, 2017","183.14","181.87","183.94","181.87","42.54K","0.41%"
"Jun 19, 2017","182.39","182.97","183.42","180.96","39.19K","-0.12%"
"Jun 16, 2017","182.60","182.25","183.92","182.00","76.10K","-0.12%"
"Jun 15, 2017","182.82","182.16","183.55","181.14","74.17K","-0.32%"
"Jun 14, 2017","183.40","182.78","184.88","181.32","68.31K","0.70%"
"Jun 13, 2017","182.12","180.79","183.49","180.14","108.28K","0.51%"
"Jun 12, 2017","181.19","180.28","182.74","177.50","85.92K","0.22%"
"Jun 09, 2017","180.79","184.78","185.46","178.67","81.43K","-2.07%"
"Jun 08, 2017","184.61","181.89","185.20","181.83","53.83K","1.15%"
"Jun 07, 2017","182.52","182.99","185.41","181.70","72.68K","-0.16%"
"Jun 06, 2017","182.82","183.71","185.81","182.12","69.99K","-0.71%"
"Jun 05, 2017","184.13","188.21","188.21","183.77","48.13K","-2.22%"
"Jun 02, 2017","188.32","185.65","189.50","184.88","105.76K","1.28%"
"Jun 01, 2017","185.94","183.26","186.03","181.57","72.02K","1.96%"
"May 31, 2017","182.36","183.31","184.10","180.19","54.58K","-0.26%"
"May 30, 2017","182.84","180.42","183.31","180.00","89.03K","1.15%"
"May 26, 2017","180.77","180.63","183.50","180.01","90.21K","-0.40%"
"May 25, 2017","181.50","182.93","183.84","181.12","89.00K","-0.27%"
"May 24, 2017","181.99","182.49","183.84","180.00","89.45K","-0.06%"
"May 23, 2017","182.10","185.67","186.13","181.32","144.48K","-1.68%"
"May 22, 2017","185.22","184.08","186.07","183.20","61.74K","0.78%"
"May 19, 2017","183.78","184.36","186.54","183.26","167.80K","-0.19%"
"May 18, 2017","184.13","183.70","185.95","182.96","119.15K","0.13%"
"May 17, 2017","183.90","185.16","188.01","183.27","61.65K","-2.00%"
"May 16, 2017","187.66","187.08","188.12","185.94","33.19K","0.32%"
"May 15, 2017","187.07","185.05","189.19","185.05","54.31K","0.95%"
"May 12, 2017","185.31","186.80","186.80","184.24","53.67K","-0.93%"
"May 11, 2017","187.05","186.75","188.15","183.85","50.15K","-0.03%"
"May 10, 2017","187.11","185.31","189.81","185.31","60.13K","-0.41%"
"May 09, 2017","187.88","191.77","193.90","187.25","100.20K","-1.90%"
"May 08, 2017","191.52","190.86","191.93","188.20","70.69K","0.30%"
"May 05, 2017","190.95","189.67","191.09","187.65","50.54K","0.94%"
"May 04, 2017","189.17","188.50","190.41","187.31","92.04K","0.71%"
"May 03, 2017","187.84","187.68","190.19","182.78","119.01K","-0.09%"
"May 02, 2017","188.01","192.16","193.79","186.41","78.21K","-1.75%"
"May 01, 2017","191.35","190.44","194.57","186.83","88.96K","0.62%"
"Apr 28, 2017","190.17","189.50","191.23","181.54","168.19K","-1.21%"
"Apr 27, 2017","192.49","193.26","193.90","189.30","72.40K","-0.27%"
"Apr 26, 2017","193.01","190.68","194.58","189.17","65.35K","1.22%"
"Apr 25, 2017","190.68","191.01","192.35","189.51","33.94K","0.01%"
"Apr 24, 2017","190.67","190.46","192.00","187.29","50.12K","1.64%"
"Apr 21, 2017","187.59","188.20","191.44","186.02","95.07K","-0.28%"
"Apr 20, 2017","188.11","185.90","188.51","184.11","56.72K","1.17%"
"Apr 19, 2017","185.94","185.05","187.25","185.00","28.42K","0.29%"
"Apr 18, 2017","185.41","183.60","186.74","183.29","43.62K","0.64%"
"Apr 17, 2017","184.23","182.66","185.73","181.85","82.19K","1.44%"
"Apr 13, 2017","181.61","183.94","184.01","181.55","32.54K","-1.26%"
"Apr 12, 2017","183.92","185.37","185.87","183.01","29.22K","-0.94%"
"Apr 11, 2017","185.67","184.37","187.17","182.84","34.62K","0.48%"
"Apr 10, 2017","184.79","183.48","186.37","183.48","40.01K","1.09%"
"Apr 07, 2017","182.80","183.25","185.71","181.03","58.21K","-0.38%"
"Apr 06, 2017","183.49","187.03","187.03","181.41","89.89K","-0.34%"
"Apr 05, 2017","184.11","186.52","188.28","183.03","55.11K","-1.15%"
"Apr 04, 2017","186.25","186.40","188.02","183.92","43.51K","-0.63%"
"Apr 03, 2017","187.43","187.90","194.10","185.04","78.68K","-0.20%"
"Mar 31, 2017","187.80","187.53","189.41","185.62","54.25K","-0.26%"
"Mar 30, 2017","188.29","188.10","189.30","185.44","49.24K","0.26%"
"Mar 29, 2017","187.81","187.80","188.50","186.72","43.16K","0.04%"
"Mar 28, 2017","187.74","186.96","188.49","185.07","41.31K","0.43%"
"Mar 27, 2017","186.94","183.50","187.87","182.22","51.32K","0.43%"
"Mar 24, 2017","186.14","186.80","187.14","184.59","32.11K","-0.14%"
"Mar 23, 2017","186.41","186.70","188.93","184.63","66.44K","-0.29%"
"Mar 22, 2017","186.95","187.70","188.90","183.62","100.71K","-0.55%"
"Mar 21, 2017","187.99","193.80","193.80","187.22","90.80K","-2.30%"
"Mar 20, 2017","192.42","191.61","194.01","189.10","68.51K","0.29%"
"Mar 17, 2017","191.86","190.54","193.00","190.32","101.79K","0.42%"
"Mar 16, 2017","191.05","190.45","192.04","188.31","55.11K","0.54%"
"Mar 15, 2017","190.02","189.29","190.50","187.50","35.85K","0.74%"
"Mar 14, 2017","188.62","187.81","188.80","186.28","26.97K","-0.12%"
"Mar 13, 2017","188.85","186.10","189.68","186.10","54.40K","1.01%"
"Mar 10, 2017","186.97","185.58","189.98","185.43","52.13K","-0.35%"
"Mar 09, 2017","187.62","189.91","190.80","185.91","40.01K","-0.81%"
"Mar 08, 2017","189.16","188.29","191.91","186.86","65.95K","0.85%"
"Mar 07, 2017","187.57","187.72","190.65","185.92","73.15K","-0.20%"
"Mar 06, 2017","187.95","189.00","189.92","186.83","54.57K","-1.08%"
"Mar 03, 2017","190.00","190.94","191.09","187.10","49.25K","-0.12%"
"Mar 02, 2017","190.23","193.98","193.98","188.54","52.05K","-1.83%"
"Mar 01, 2017","193.78","194.07","194.61","191.49","53.73K","0.99%"
"Feb 28, 2017","191.88","193.43","194.99","191.02","61.26K","-1.31%"
"Feb 27, 2017","194.42","193.53","195.70","191.71","43.42K","0.05%"
"Feb 24, 2017","194.33","192.42","194.48","192.32","37.49K","0.53%"
"Feb 23, 2017","193.30","194.99","196.18","191.53","78.65K","-0.67%"
"Feb 22, 2017","194.60","195.67","197.01","192.67","57.56K","-0.61%"
"Feb 21, 2017","195.80","193.08","197.22","191.52","84.65K","1.52%"
"Feb 17, 2017","192.87","192.12","194.55","191.28","37.26K","0.10%"
"Feb 16, 2017","192.68","192.18","193.56","190.48","48.95K","-0.76%"
"Feb 15, 2017","194.15","192.74","195.25","187.88","35.39K","0.60%"
"Feb 14, 2017","192.99","190.56","193.96","189.54","86.39K","0.86%"
"Feb 13, 2017","191.34","190.55","191.80","188.49","46.76K","1.05%"
"Feb 10, 2017","189.35","190.92","190.92","188.12","37.16K","-0.35%"
"Feb 09, 2017","190.01","186.18","190.50","186.18","52.45K","1.34%"
"Feb 08, 2017","187.49","188.21","189.72","185.60","47.68K","-0.27%"
"Feb 07, 2017","187.99","190.68","191.00","187.31","51.81K","-1.21%"
"Feb 06, 2017","190.30","194.31","194.63","189.87","63.33K","-2.65%"
"Feb 03, 2017","195.48","192.67","196.30","192.67","84.64K","2.08%"
"Feb 02, 2017","191.50","196.91","197.58","190.02","141.42K","-2.55%"
"Feb 01, 2017","196.51","198.23","199.03","191.51","167.82K","-2.38%"
"Jan 31, 2017","201.30","198.70","202.49","196.41","111.91K","0.92%"
"Jan 30, 2017","199.46","198.58","200.00","196.67","79.05K","-0.06%"
"Jan 27, 2017","199.58","200.72","202.88","199.19","69.30K","-0.85%"
"Jan 26, 2017","201.30","203.53","203.53","199.24","48.36K","-0.98%"
"Jan 25, 2017","203.30","202.58","204.89","201.41","84.84K","0.17%"
"Jan 24, 2017","202.96","202.07","205.96","199.00","102.49K","-1.04%"
"Jan 23, 2017","205.10","201.92","205.92","200.81","65.46K","1.76%"
"Jan 20, 2017","201.55","198.75","202.81","197.87","102.40K","1.28%"
"Jan 19, 2017","199.00","202.00","202.00","198.75","78.66K","-1.73%"
"Jan 18, 2017","202.51","201.41","204.09","200.42","56.82K","0.79%"
"Jan 17, 2017","200.92","202.49","202.49","200.08","49.30K","-1.41%"
"Jan 13, 2017","203.80","201.58","204.22","201.12","47.53K","1.66%"
"Jan 12, 2017","200.47","200.06","201.16","197.62","58.82K","-0.26%"
"Jan 11, 2017","201.00","197.53","202.44","197.53","92.29K","0.11%"
"Jan 10, 2017","200.78","199.67","200.96","197.91","66.97K","1.08%"
"Jan 09, 2017","198.63","199.69","200.89","196.67","73.45K","-0.27%"
"Jan 06, 2017","199.17","200.24","201.86","198.79","75.08K","-0.22%"
"Jan 05, 2017","199.61","197.66","202.74","197.66","109.32K","0.84%"
"Jan 04, 2017","197.94","197.65","198.66","197.04","120.83K","0.05%"
"Jan 03, 2017","197.84","198.55","200.35","197.02","107.72K","0.22%"
"Dec 30, 2016","197.40","198.67","199.40","195.90","63.41K","-0.55%"
"Dec 29, 2016","198.50","201.00","201.00","196.99","44.37K","0.46%"
"Dec 28, 2016","197.60","200.19","203.19","196.36","69.31K","-1.93%"
"Dec 27, 2016","201.48","200.65","206.98","200.06","74.80K","0.13%"
"Dec 23, 2016","201.22","196.65","201.66","196.65","50.63K","2.57%"
"Dec 22, 2016","196.18","200.81","200.81","195.36","81.10K","-2.06%"
"Dec 21, 2016","200.31","207.28","207.28","198.69","88.88K","-1.76%"
"Dec 20, 2016","203.89","203.46","206.02","200.33","138.16K","0.35%"
"Dec 19, 2016","203.18","200.80","203.57","199.12","74.65K","1.39%"
"Dec 16, 2016","200.40","202.55","204.55","199.89","106.08K","-0.57%"
"Dec 15, 2016","201.55","199.30","203.97","197.03","95.15K","0.98%"
"Dec 14, 2016","199.59","204.69","205.60","198.08","110.71K","-2.37%"
"Dec 13, 2016","204.44","203.26","205.07","200.99","93.27K","1.27%"
"Dec 12, 2016","201.87","200.72","203.74","196.24","93.12K","0.45%"
"Dec 09, 2016","200.97","201.48","202.07","198.51","107.58K","-0.00%"
"Dec 08, 2016","200.98","198.00","205.13","198.00","109.11K","1.27%"
"Dec 07, 2016","198.45","197.70","199.45","195.83","57.69K","-0.06%"
"Dec 06, 2016","198.57","196.01","198.74","194.65","99.62K","1.44%"
"Dec 05, 2016","195.76","192.78","195.96","192.56","77.31K","1.99%"
